year,i,j,n_j,n_p,t_p,t_c,first_name,family_name,gender
2011,GHICA LUCIANA,2011_CP3,5,1,1,1,LUCIANA,GHICA,f
2011,GIANFALDONI PATRICK,2011_ST39,19,1,1,1,PATRICK,GIANFALDONI,m
2011,GIBERT PATRICK,2011_ST17,9,1,1,1,PATRICK,GIBERT,m
2011,GIESEN KLAUS GERD,2011_ST5,10,1,1,1,GERD,GIESEN KLAUS,m
2011,GILBERT CLAUDE,2011_ST23,15,1,3,3,CLAUDE,GILBERT,m
2011,GIRARD VIOLAINE,2011_ST13,16,1,1,1,VIOLAINE,GIRARD,f
2011,GIRAUD BAPTISTE,2011_ST28,9,1,3,3,BAPTISTE,GIRAUD,m
2011,GIRAULT ELOISE,2011_ST25,10,1,2,2,ELOISE,GIRAULT,f
2011,GIUSTOZZI ANTONIO,2011_ST6,9,1,1,1,ANTONIO,GIUSTOZZI,m
2011,GODMER LAURENT,2011_ST40,16,1,4,3,LAURENT,GODMER,m
2011,GOIRAND CAMILLE,2011_ST38,8,1,1,1,CAMILLE,GOIRAND,f
2011,GOLLAC SIBYLLE,2011_ST52,20,1,1,1,SIBYLLE,GOLLAC,f
2011,GOLUB PHILIP,2011_ST2,13,1,1,1,PHILIP,GOLUB,m
2011,GOLUTVINA OXANA,2011_CP3,5,1,1,1,OXANA,GOLUTVINA,f
2011,GONZALEZ JOHANNA,2011_ST8,15,1,3,2,JOHANNA,GONZALEZ,f
2011,GOMBIN JOEL,2011_ST34,14,1,10,5,JOEL,GOMBIN,m
2011,GOUARD DAVID,2011_ST13,16,2,7,4,DAVID,GOUARD,m
2011,GOUARD DAVID,2011_ST35,27,2,7,4,DAVID,GOUARD,m
2011,GOUJON ALEXANDRA,2011_ST10,11,1,1,1,ALEXANDRA,GOUJON,f
2011,GOURGUES GUILLAUME,2011_ST19,12,3,14,5,GUILLAUME,GOURGUES,m
2011,GOURGUES GUILLAUME,2011_ST37,12,3,14,5,GUILLAUME,GOURGUES,m
2011,GOURGUES GUILLAUME,2011_ST39,19,3,14,5,GUILLAUME,GOURGUES,m
2011,GOURISSE BENJAMIN,2011_ST9,16,1,2,2,BENJAMIN,GOURISSE,m
2011,GRAJALES JACOBO,2011_ST6,9,1,5,4,JACOBO,GRAJALES,m
2011,GRIFFIN CHRISTOPHER,2011_ST3,9,1,1,1,CHRISTOPHER,GRIFFIN,m
2011,GROHS STEPHAN,2011_ST25,10,1,1,1,STEPHAN,GROHS,m
2011,GROJEAN OLIVIER,2011_ST10,11,1,4,3,OLIVIER,GROJEAN,m
2011,GROSBOIS THIERRY,2011_ST45,14,1,1,1,THIERRY,GROSBOIS,m
2011,GROUX GUY,2011_ST20,18,1,1,1,GUY,GROUX,m
2011,GUERARD DE LATOUR SOPHIE,2011_ST21,17,1,2,2,SOPHIE,GUERARD DE LATOUR,f
2011,GUILBAUD AURIANE,2011_ST2,13,1,4,3,AURIANE,GUILBAUD,f
2011,GUILLAUME CECILE,2011_ST39,19,1,1,1,CECILE,GUILLAUME,f
2011,GUILLAUME MARINE,2011_ST8,15,1,2,2,MARINE,GUILLAUME,f
2011,GUILLOREL HERVE,2011_ST36,7,1,1,1,HERVE,GUILLOREL,m
2011,GUILLOU BENOIT,2011_ST5,10,1,1,1,BENOIT,GUILLOU,m
2011,GUINAUDEAU ISABELLE,2011_ST29,11,2,5,4,ISABELLE,GUINAUDEAU,f
2011,GUINAUDEAU ISABELLE,2011_ST46,19,2,5,4,ISABELLE,GUINAUDEAU,f
2011,GURSOY BASAK,2011_ST10,11,1,1,1,BASAK,GURSOY,f
2011,GUTIERREZ CAMILA,2011_ST32,14,1,1,1,CAMILA,GUTIERREZ,f
2011,GUTTIERREZ RUIZ CAROLINA,2011_ST26,15,1,1,1,CAROLINA,GUTTIERREZ RUIZ,f
2011,GUYON STEPHANIE,2011_ST7,13,2,6,4,STEPHANIE,GUYON,f
2011,GUYON STEPHANIE,2011_ST13,16,2,6,4,STEPHANIE,GUYON,f
2011,HADJ BELGACEM SAMIR,2011_ST31,22,1,3,3,SAMIR,HADJ BELGACEM,m
2011,HADJIISKY MAGDALENA,2011_ST28,9,1,3,3,MAGDALENA,HADJIISKY,f
2011,HAEGEL FLORENCE,2011_MPP1,6,1,6,4,FLORENCE,HAEGEL,f
2011,HAFFAF OMAR,2011_ST31,22,1,2,2,OMAR,HAFFAF,m
2011,HALPERIN JEAN LOUIS,2011_ST42,15,1,1,1,JEAN LOUIS,HALPERIN,m
2011,HALPERN CHARLOTTE,2011_ST19,12,1,11,5,CHARLOTTE,HALPERN,f
2011,HAMZAOUI OUASSIM,2011_ST1,15,2,5,3,OUASSIM,HAMZAOUI,m
2011,HAMZAOUI OUASSIM,2011_ST37,12,2,5,3,OUASSIM,HAMZAOUI,m
2011,HASCHAR NADINE,2011_ST51,12,1,2,2,NADINE,HASCHAR,f
2011,HASSENTEUFEL PATRICK,2011_ST15,9,1,10,5,PATRICK,HASSENTEUFEL,m
2011,HAUCHECORNE MATHIEU,2011_ST32,14,1,5,4,MATHIEU,HAUCHECORNE,m
2011,HAYAT SAMUEL,2011_ST37,12,1,5,5,SAMUEL,HAYAT,m
2011,HEALY AISLING,2011_ST40,16,1,3,2,AISLING,HEALY,f
2011,HENRY EMMANUEL,2011_ST23,15,1,6,4,EMMANUEL,HENRY,m
2011,HERSANT JEANNE,2011_ST49,13,1,2,2,JEANNE,HERSANT,f
2011,HEURTAUX JEROME,2011_ST41,9,1,5,4,JEROME,HEURTAUX,m
2011,HEURTIN JEAN PHILIPPE,2011_ST37,12,2,6,4,JEAN PHILIPPE,HEURTIN,m
2011,HEURTIN JEAN PHILIPPE,2011_ST49,13,2,6,4,JEAN PHILIPPE,HEURTIN,m
2011,HIEBEL DOMINIQUE,2011_ST37,12,1,1,1,DOMINIQUE,HIEBEL,f
2011,HMED CHOUKRI,2011_MPP4,9,1,3,3,CHOUKRI,HMED,m
2011,HOBEIKA ALEXANDRE,2011_ST13,16,1,3,3,ALEXANDRE,HOBEIKA,m
2011,HOEFFLER CATHERINE,2011_ST11,15,1,3,3,CATHERINE,HOEFFLER,f
2011,HOELLER IRIS,2011_ST33,20,1,1,1,IRIS,HOELLER,f
2011,HOLEINDRE JEAN VINCENT,2011_ST2,13,2,7,5,JEAN VINCENT,HOLEINDRE,m
2011,HOLEINDRE JEAN VINCENT,2011_ST7,13,2,7,5,JEAN VINCENT,HOLEINDRE,m
2011,HOURCADE RENAUD,2011_ST50,14,1,6,5,RENAUD,HOURCADE,m
2011,HRABANSKI MARIE,2011_ST18,11,1,5,3,MARIE,HRABANSKI,f
2011,HU GREGORY,2011_ST30,10,1,6,4,GREGORY,HU,m
2011,IHL OLIVIER,2011_ST7,13,1,3,3,OLIVIER,IHL,m
2011,ISRAEL LIORA,2011_ST42,15,1,2,2,LIORA,ISRAEL,f
2011,ITCAINA XABIER,2011_ST39,19,1,3,3,XABIER,ITCAINA,m
2011,IZQUIERDO JEAN MARIE,2011_ST30,10,1,3,2,JEAN MARIE,IZQUIERDO,m
2011,JACQUOT SOPHIE,2011_ST16,12,1,5,3,SOPHIE,JACQUOT,f
2011,JADOT ANNE,2011_ST33,20,2,8,4,ANNE,JADOT,f
2011,JADOT ANNE,2011_ST34,14,2,8,4,ANNE,JADOT,f
2011,JAKSIC MILENA,2011_ST52,20,1,3,3,MILENA,JAKSIC,f
2011,JARA REYES RENE,2011_ST7,13,1,1,1,RENE,JARA REYES,m
2011,JARDIN ANTOINE,2011_ST34,14,1,4,3,ANTOINE,JARDIN,m
2011,JAUNAIT ALEXANDRE,2011_ST53,14,1,3,3,ALEXANDRE,JAUNAIT,m
2011,JAUNIN FREDERIC,2011_ST36,7,1,1,1,FREDERIC,JAUNIN,m
2011,JEANGENE VILMER JEAN BAPTISTE,2011_ST5,10,1,2,2,JEAN BAPTISTE,JEANGENE VILMER,m
2011,JEANPIERRE LAURENT,2011_ST1,15,2,4,3,LAURENT,JEANPIERRE,m
2011,JEANPIERRE LAURENT,2011_ST2,13,2,4,3,LAURENT,JEANPIERRE,m
2011,JEROME VANESSA,2011_ST29,11,2,6,3,VANESSA,JEROME,f
2011,JEROME VANESSA,2011_ST31,22,2,6,3,VANESSA,JEROME,f
2011,JOBERT BRUNO,2011_ST17,9,1,3,3,BRUNO,JOBERT,m
2011,JOHNSON REBECCA,2011_ST52,20,1,1,1,REBECCA,JOHNSON,f
2011,JOIGNANT ALFREDO,2011_ST7,13,1,3,3,ALFREDO,JOIGNANT,m
2011,JOSSIN ARIANE,2011_ST43,8,1,1,1,ARIANE,JOSSIN,f
2011,JOUANNEAU SOLENNE,2011_ST49,13,1,3,3,SOLENNE,JOUANNEAU,f
2011,JOUHANNEAU CECILE,2011_ST4,9,1,4,4,CECILE,JOUHANNEAU,f
2011,JOUZEL JEAN NOEL,2011_ST23,15,1,2,2,JEAN NOEL,JOUZEL,m
2011,KACHOUKH FERIEL,2011_ST22,13,1,1,1,FERIEL,KACHOUKH,f
2011,KACIAF NICOLAS,2011_ST31,22,2,9,4,NICOLAS,KACIAF,m
2011,KACIAF NICOLAS,2011_ST39,19,2,9,4,NICOLAS,KACIAF,m
2011,KAYA SUMBUL,2011_ST10,11,1,3,3,SUMBUL,KAYA,f
2011,KEBABZA HORIA,2011_ST22,13,1,1,1,HORIA,KEBABZA,f
2011,KEUTCHEU JOSEPH,2011_ST29,11,1,1,1,JOSEPH,KEUTCHEU,m
2011,KIENLEN PAULINE,2011_ST5,10,1,1,1,PAULINE,KIENLEN,f
2011,KOEBEL MICHEL,2011_ST39,19,1,2,2,MICHEL,KOEBEL,m
2011,KOSTERA THOMAS,2011_ST46,19,1,1,1,THOMAS,KOSTERA,m
2011,KOUNTOURI FANI,2011_ST16,12,1,1,1,FANI,KOUNTOURI,f
2011,KRIGER NORMA,2011_ST6,9,1,1,1,NORMA,KRIGER,f
2011,KROUWEL ANDRE,2011_ST33,20,1,1,1,ANDRE,KROUWEL,m
2011,KRYZHANOUSKI YAUHENI,2011_ST48,12,1,1,1,YAUHENI,KRYZHANOUSKI,m
2011,KUHLMANN SABINE,2011_ST25,10,2,2,1,SABINE,KUHLMANN,f
2011,KUHLMANN SABINE,2011_ST27,9,2,2,1,SABINE,KUHLMANN,f
2011,KYRIAKI NANOU,2011_ST46,19,1,1,1,NANOU,KYRIAKI,f
2011,LABORIER PASCALE,2011_CP1,2,2,2,1,PASCALE,LABORIER,f
2011,LABORIER PASCALE,2011_ST25,10,2,2,1,PASCALE,LABORIER,f
2011,LACOMBE LOUISE,2011_ST11,15,1,1,1,LOUISE,LACOMBE,f
2011,LACROIX BERNARD,2011_ST1,15,1,2,2,BERNARD,LACROIX,m
2011,LACROIX JUSTINE,2011_ST47,8,1,2,2,JUSTINE,LACROIX,f
2011,LAFAYE CLAUDETTE,2011_MPP4,9,1,1,1,CLAUDETTE,LAFAYE,f
2011,LAFERTE GILLES,2011_MPP4,9,1,1,1,GILLES,LAFERTE,m
2011,LAIR ERIC,2011_ST9,16,1,2,2,ERIC,LAIR,m
2011,LAMBELET ALEXANDRE,2011_ST26,15,1,4,3,ALEXANDRE,LAMBELET,m
2011,LAMOUREUX DIANE,2011_ST52,20,2,2,1,DIANE,LAMOUREUX,f
2011,LAMOUREUX DIANE,2011_ST53,14,2,2,1,DIANE,LAMOUREUX,f
2011,LANCELEVEE CAMILLE,2011_ST25,10,1,3,3,CAMILLE,LANCELEVEE,f
2011,LANDRIN XAVIER,2011_ST51,12,1,4,3,XAVIER,LANDRIN,m
2011,LAPLANCHE SOLINE,2011_ST48,12,1,4,4,SOLINE,LAPLANCHE,f
2011,LARAT FABRICE,2011_ST46,19,1,3,3,FABRICE,LARAT,m
2011,LASCOUMES PIERRE,2011_ST11,15,1,4,3,PIERRE,LASCOUMES,m
2011,LASSALLE MARINE,2011_ST35,27,1,2,2,MARINE,LASSALLE,f
2011,LATTE STEPHANE,2011_ST13,16,1,3,3,STEPHANE,LATTE,m
2011,LAVABRE MARIE CLAIRE,2011_ST50,14,1,2,2,MARIE CLAIRE,LAVABRE,f
2011,LECA JEAN,2011_CP3,5,2,7,3,JEAN,LECA,m
2011,LECA JEAN,2011_ST9,16,2,7,3,JEAN,LECA,m
2011,LECLERC ARNAUD,2011_ST47,8,1,1,1,ARNAUD,LECLERC,m
2011,LECLERCQ CATHERINE,2011_ST49,13,1,1,1,CATHERINE,LECLERCQ,f
2011,LECOMBE DELPHINE,2011_ST4,9,1,2,2,DELPHINE,LECOMBE,f
2011,LECONTE CECILE,2011_ST46,19,1,1,1,CECILE,LECONTE,f
2011,LEDOUX CLEMENCE,2011_ST20,18,2,6,4,CLEMENCE,LEDOUX,f
2011,LEDOUX CLEMENCE,2011_ST29,11,2,6,4,CLEMENCE,LEDOUX,f
2011,LEFEBURE PIERRE,2011_ST33,20,1,6,4,PIERRE,LEFEBURE,m
2011,LEFEBVRE REMI,2011_ST31,22,2,9,4,REMI,LEFEBVRE,m
2011,LEFEBVRE REMI,2011_ST40,16,2,9,4,REMI,LEFEBVRE,m
2011,LEFEVERE JONAS,2011_ST33,20,1,1,1,JONAS,LEFEVERE,m
2011,LEFEVRE NICOLAS,2011_ST51,12,1,1,1,NICOLAS,LEFEVRE,m
2011,LEFRANC SANDRINE,2011_ST4,9,2,8,4,SANDRINE,LEFRANC,f
2011,LEFRANC SANDRINE,2011_ST9,16,2,8,4,SANDRINE,LEFRANC,f
2011,LEHINGUE PATRICK,2011_ST35,27,1,6,5,PATRICK,LEHINGUE,m
2011,LEMAIRE ELODIE,2011_ST11,15,1,1,1,ELODIE,LEMAIRE,f
2011,LEMAY NICOLAS,2011_ST3,9,1,1,1,NICOLAS,LEMAY,m
2011,LEMOINE BENJAMIN,2011_ST11,15,2,7,4,BENJAMIN,LEMOINE,m
2011,LEMOINE BENJAMIN,2011_ST45,14,2,7,4,BENJAMIN,LEMOINE,m
2011,LENGAUER GUENTHER,2011_ST33,20,1,1,1,GUENTHER,LENGAUER,m
2011,LEONARD THOMAS,2011_ST41,9,1,2,2,THOMAS,LEONARD,m
2011,LERESCHE JEAN PHILIPPE,2011_ST12,18,2,3,2,JEAN PHILIPPE,LERESCHE,m
2011,LERESCHE JEAN PHILIPPE,2011_ST19,12,2,3,2,JEAN PHILIPPE,LERESCHE,m
2011,LEROY MAITE,2011_ST24,7,1,1,1,MAITE,LEROY,f
2011,LEVATINO ANTONINA,2011_ST21,17,1,1,1,ANTONINA,LEVATINO,f
2011,LE BART CHRISTIAN,2011_ST51,12,1,3,3,CHRISTIAN,LE BART,m
2011,LE BOURHIS JEAN PIERRE,2011_ST11,15,2,7,4,JEAN PIERRE,LE BOURHIS,m
2011,LE BOURHIS JEAN PIERRE,2011_ST26,15,2,7,4,JEAN PIERRE,LE BOURHIS,m
2011,LE COQ JEAN FRANCOIS,2011_ST18,11,1,1,1,JEAN FRANCOIS,LE COQ,m
2011,LE FRIANT MARTINE,2011_ST39,19,1,1,1,MARTINE,LE FRIANT,f
2011,LE GALES PATRICK,2011_ST19,12,1,6,4,PATRICK,LE GALES,m
2011,LE GOFF ALICE,2011_ST47,8,1,1,1,ALICE,LE GOFF,f
2011,LE HUEROU ANNE,2011_ST8,15,1,2,2,ANNE,LE HUEROU,f
2011,LE LIDEC PATRICK,2011_ST40,16,1,1,1,PATRICK,LE LIDEC,m
2011,LE PRESTRE DENIS,2011_ST18,11,1,1,1,DENIS,LE PRESTRE,m
2011,LE RENARD AMELIE,2011_ST53,14,1,1,1,AMELIE,LE RENARD,f
2011,LE SAOUT REMY,2011_ST40,16,1,4,4,REMY,LE SAOUT,m
2011,LIEKIS SARUNAS,2011_CP2,4,1,1,1,SARUNAS,LIEKIS,m
2011,LIGNIER WILFRIED,2011_ST52,20,1,2,2,WILFRIED,LIGNIER,m
2011,LINDEMANN THOMAS,2011_ST7,13,2,7,4,THOMAS,LINDEMANN,m
2011,LINDEMANN THOMAS,2011_ST8,15,2,7,4,THOMAS,LINDEMANN,m
2011,LINHARDT DOMINIQUE,2011_ST9,16,1,3,3,DOMINIQUE,LINHARDT,m
2011,LLOBET AURELIE,2011_ST39,19,1,2,2,AURELIE,LLOBET,f
2011,LOBRY DOROTHEE,2011_ST21,17,1,1,1,DOROTHEE,LOBRY,f
2011,LAOUFI SELIM,2011_ST18,11,1,1,1,SELIM,LAOUFI,m
2011,LOUAULT FREDERIC,2011_ST40,16,1,2,2,FREDERIC,LOUAULT,m
2011,LOUIS MARIEKE,2011_ST2,13,1,2,2,MARIEKE,LOUIS,f
2011,LOZACH VALERIE,2011_ST27,9,1,1,1,VALERIE,LOZACH,f
2011,MAERTENS LUCILE,2011_ST2,13,1,4,3,LUCILE,MAERTENS,f
2011,MAGNI RAUL,2011_MPP2,4,2,4,3,RAUL,MAGNI,m
2011,MAGNI RAUL,2011_ST21,17,2,4,3,RAUL,MAGNI,m
2011,MAGNON CYRIL,2011_ST8,15,2,2,1,CYRIL,MAGNON,m
2011,MAGNON CYRIL,2011_ST9,16,2,2,1,CYRIL,MAGNON,m
2011,MAILLARD JACQUES,2011_ST17,9,1,2,2,JACQUES,MAILLARD,m
2011,MAILLET ANTOINE,2011_ST15,9,1,3,3,ANTOINE,MAILLET,m
2011,MAILLEUX SARAH,2011_ST35,27,1,1,1,SARAH,MAILLEUX,f
2011,MAINSANT GWENAELLE,2011_ST52,20,1,5,5,GWENAELLE,MAINSANT,f
2011,MANDRET ANTOINE,2011_ST50,14,1,2,2,ANTOINE,MANDRET,m
2011,MANIER MARION,2011_ST53,14,1,1,1,MARION,MANIER,f
2011,MARCHAND CHRISTELE,2011_ST20,18,2,6,3,CHRISTELE,MARCHAND,f
2011,MARCHAND CHRISTELE,2011_ST35,27,2,6,3,CHRISTELE,MARCHAND,f
2011,MARICHALAR PASCAL,2011_ST23,15,1,1,1,PASCAL,MARICHALAR,m
2011,MARIOT NICOLAS,2011_ST1,15,2,7,4,NICOLAS,MARIOT,m
2011,MARIOT NICOLAS,2011_ST35,27,2,7,4,NICOLAS,MARIOT,m
2011,MARREL GUILLAUME,2011_ST20,18,2,6,3,GUILLAUME,MARREL,m
2011,MARREL GUILLAUME,2011_ST40,16,2,6,3,GUILLAUME,MARREL,m
2011,MARTEU ELISABETH,2011_ST53,14,1,2,2,ELISABETH,MARTEU,f
2011,MARTIN CLAUDE,2011_ST20,18,1,1,1,CLAUDE,MARTIN,m
2011,MARTINACHE IGOR,2011_ST51,12,1,4,2,IGOR,MARTINACHE,m
2011,MARTINAIS EMMANUEL,2011_ST11,15,1,3,2,EMMANUEL,MARTINAIS,m
2011,MARTY THOMAS,2011_ST36,7,1,2,2,THOMAS,MARTY,m
2011,MASSARDIER GILLES,2011_ST15,9,2,5,4,GILLES,MASSARDIER,m
2011,MASSARDIER GILLES,2011_ST18,11,2,5,4,GILLES,MASSARDIER,m
2011,MATHIEU ILINCA,2011_ST8,15,1,1,1,ILINCA,MATHIEU,f
2011,MATTINA CESARE,2011_ST12,18,1,2,2,CESARE,MATTINA,m
2011,MAZEAUD ALICE,2011_ST19,12,1,6,4,ALICE,MAZEAUD,f
2011,MAZIERES ADRIEN,2011_ST39,19,1,2,2,ADRIEN,MAZIERES,m
2011,MAYAUX PIERRE LOUIS,2011_ST15,9,1,6,4,LOUIS,MAYAUX PIERRE,m
2011,MAYER NONNA,2011_CP2,4,2,10,5,NONNA,MAYER,f
2011,MAYER NONNA,2011_ST34,14,2,10,5,NONNA,MAYER,f
2011,MEILLERAND MARIE CLOTILDE,2011_ST26,15,1,2,2,MARIE CLOTILDE,MEILLERAND,f
2011,MEGIE ANTOINE,2011_ST9,16,2,3,2,ANTOINE,MEGIE,m
2011,MEGIE ANTOINE,2011_ST46,19,2,3,2,ANTOINE,MEGIE,m
2011,MEGRET FREDERIC,2011_ST5,10,1,1,1,FREDERIC,MEGRET,m
2011,MENISSIER THIERRY,2011_ST47,8,1,4,3,THIERRY,MENISSIER,m
2011,MERMET LAURENT,2011_ST17,9,1,1,1,LAURENT,MERMET,m
2011,MIAS ARNAUD,2011_ST39,19,1,1,1,ARNAUD,MIAS,m
2011,MICHEL HELENE,2011_MPP3,2,2,4,3,HELENE,MICHEL,f
2011,MICHEL HELENE,2011_ST28,9,2,4,3,HELENE,MICHEL,f
2011,MICHEL PATRICK,2011_MPP1,6,1,1,1,PATRICK,MICHEL,m
2011,MICHON SEBASTIEN,2011_ST40,16,1,8,4,SEBASTIEN,MICHON,m
2011,MILLE MURIEL,2011_ST52,20,1,2,2,MURIEL,MILLE,f
2011,MINOC JULIE,2011_ST52,20,1,1,1,JULIE,MINOC,f
2011,MISCHI JULIAN,2011_ST13,16,1,2,2,JULIAN,MISCHI,m
2011,MITSUSHIMA NAGISA,2011_ST26,15,1,3,3,NAGISA,MITSUSHIMA,f
2011,MOHORADE LESLIE,2011_ST19,12,1,1,1,LESLIE,MOHORADE,f
2011,MONNERAUD LISE,2011_ST16,12,1,1,1,LISE,MONNERAUD,f
2011,MOREAU DE BELLAING CEDRIC,2011_ST9,16,2,4,3,CEDRIC,MOREAU DE BELLAING,m
2011,MOREAU DE BELLAING CEDRIC,2011_ST42,15,2,4,3,CEDRIC,MOREAU DE BELLAING,m
2011,MOREL JOURNEL CHRISTELLE,2011_ST14,12,1,1,1,CHRISTELLE,MOREL JOURNEL,f
2011,MOURALIS GUILLAUME,2011_ST4,9,1,3,3,GUILLAUME,MOURALIS,m
2011,MUSSELIN CHRISTINE,2011_ST24,7,1,2,2,CHRISTINE,MUSSELIN,f
2011,MULLER PIERRE,2011_MPP1,6,2,9,4,PIERRE,MULLER,m
2011,MULLER PIERRE,2011_ST17,9,2,9,4,PIERRE,MULLER,m
2011,NADEAU CHRISTIAN,2011_ST5,10,2,2,1,CHRISTIAN,NADEAU,m
2011,NADEAU CHRISTIAN,2011_ST8,15,2,2,1,CHRISTIAN,NADEAU,m
2011,NAVARRE MAUD,2011_ST40,16,1,1,1,MAUD,NAVARRE,f
2011,NAVARRO TANIA,2011_ST31,22,1,2,2,TANIA,NAVARRO,f
2011,NAY OLIVIER,2011_MPP1,6,1,5,4,OLIVIER,NAY,m
2011,NDIAYE MARIEME,2011_ST52,20,1,4,4,MARIEME,NDIAYE,f
2011,NEGRIER EMMANUEL,2011_ST14,12,2,5,4,EMMANUEL,NEGRIER,m
2011,NEGRIER EMMANUEL,2011_ST49,13,2,5,4,EMMANUEL,NEGRIER,m
2011,NEVEU ERIK,2011_ST31,22,1,1,1,ERIK,NEVEU,m
2011,NEZ HELOISE,2011_ST38,8,1,2,2,HELOISE,NEZ,f
2011,NICOURD SANDRINE,2011_ST40,16,1,1,1,SANDRINE,NICOURD,f
2011,NIVET BASTIEN,2011_ST3,9,2,2,1,BASTIEN,NIVET,m
2011,NIVET BASTIEN,2011_ST46,19,2,2,1,BASTIEN,NIVET,m
2011,NOLLET JEREMIE,2011_ST23,15,2,8,4,JEREMIE,NOLLET,m
2011,NOLLET JEREMIE,2011_ST40,16,2,8,4,JEREMIE,NOLLET,m
2011,NONJON MAGALI,2011_ST20,18,1,6,4,MAGALI,NONJON,f
2011,NORMAND ROMUALD,2011_ST45,14,1,3,3,ROMUALD,NORMAND,m
2011,NOUAILLE LOUIS,2011_ST7,13,1,1,1,LOUIS,NOUAILLE,m
2011,NOUGUEZ ETIENNE,2011_ST16,12,1,2,2,ETIENNE,NOUGUEZ,m
2011,NOUIRI SABRINA,2011_ST52,20,1,1,1,SABRINA,NOUIRI,f
2011,NOVAK STEPHANIE,2011_ST46,19,1,2,2,STEPHANIE,NOVAK,f
2011,NOZARIAN NAZLI,2011_ST24,7,1,3,2,NAZLI,NOZARIAN,f
2011,OESER ALEXANDRA,2011_MPP4,9,2,5,3,ALEXANDRA,OESER,f
2011,OESER ALEXANDRA,2011_ST53,14,2,5,3,ALEXANDRA,OESER,f
2011,OLIVIER LAURENT,2011_ST31,22,1,4,3,LAURENT,OLIVIER,m
2011,OLLION ETIENNE,2011_ST1,15,1,7,4,ETIENNE,OLLION,m
2011,OLSSON CHRISTIAN,2011_ST8,15,1,2,2,CHRISTIAN,OLSSON,m
2011,OMIEL JULIEN,2011_ST32,14,1,5,4,JULIEN,OMIEL,m
2011,OZKAYA KADRIYE EYLEM,2011_ST10,11,1,1,1,EYLEM,OZKAYA KADRIYE,f
2011,PALM ELIN,2011_ST21,17,1,1,1,ELIN,PALM,f
2011,PANTAZATOS ANDREAS,2011_ST21,17,1,1,1,ANDREAS,PANTAZATOS,m
2011,PARIZET RAPHAELLE,2011_ST38,8,1,4,3,RAPHAELLE,PARIZET,f
2011,PASQUIER ROMAIN,2011_ST14,12,2,5,4,ROMAIN,PASQUIER,m
2011,PASQUIER ROMAIN,2011_ST30,10,2,5,4,ROMAIN,PASQUIER,m
2011,PAULANGE ALEXANDRE,2011_ST1,15,1,2,2,ALEXANDRE,PAULANGE,m
2011,PAULE CLEMENT,2011_ST23,15,1,1,1,CLEMENT,PAULE,m
2011,PAUVROS MELANIE,2011_ST32,14,1,1,1,MELANIE,PAUVROS,f
2011,PAYRE RENAUD,2011_ST26,15,1,5,4,RENAUD,PAYRE,m
2011,PECOUD ANTOINE,2011_ST21,17,1,1,1,ANTOINE,PECOUD,m
2011,PEREIRA IRENE,2011_ST39,19,1,1,1,IRENE,PEREIRA,f
2011,PERES HUBERT,2011_ST43,8,1,1,1,HUBERT,PERES,m
2011,PELLEN CEDRIC,2011_ST31,22,1,6,4,CEDRIC,PELLEN,m
2011,PENISSAT ETIENNE,2011_ST45,14,1,5,4,ETIENNE,PENISSAT,m
2011,PERIES GABRIEL,2011_ST8,15,1,3,3,GABRIEL,PERIES,m
2011,PERRIER GWENAELLE,2011_ST20,18,1,3,3,GWENAELLE,PERRIER,f
2011,PERROT SANDRINE,2011_ST6,9,1,1,1,SANDRINE,PERROT,f
2011,PERSEIL SONNY,2011_ST21,17,1,1,1,SONNY,PERSEIL,m
2011,PERSICO SIMON,2011_ST29,11,1,6,5,SIMON,PERSICO,m
2011,PESCHE DENIS,2011_ST18,11,1,1,1,DENIS,PESCHE,m
2011,PETITEVILLE FRANCK,2011_ST2,13,1,4,4,FRANCK,PETITEVILLE,m
2011,PETIFILS ANNE SOPHIE,2011_ST31,22,1,1,1,ANNE SOPHIE,PETIFILS,f
2011,PETITHOMME MATHIEU,2011_ST10,11,1,2,2,MATHIEU,PETITHOMME,m
2011,PFEFFERKORN ROLAND,2011_ST22,13,1,1,1,ROLAND,PFEFFERKORN,m
2011,PHELIPPEAU ERIC,2011_ST41,9,1,6,5,ERIC,PHELIPPEAU,m
2011,PHILIPPE OLIVIER,2011_ST22,13,1,1,1,OLIVIER,PHILIPPE,m
2011,PIAR CHRISTOPHE,2011_ST33,20,1,2,2,CHRISTOPHE,PIAR,m
2011,PIERRE JEREMY,2011_ST51,12,1,1,1,JEREMY,PIERRE,m
2011,PIERRU EMMANUEL,2011_MPP5,5,1,2,2,EMMANUEL,PIERRU,m
2011,PIERRU FREDERIC,2011_ST11,15,2,3,2,FREDERIC,PIERRU,m
2011,PIERRU FREDERIC,2011_ST23,15,2,3,2,FREDERIC,PIERRU,m
2011,PILET JEAN BENOIT,2011_ST34,14,1,3,2,JEAN BENOIT,PILET,m
2011,PILLON JEAN MARIE,2011_ST11,15,2,5,4,JEAN MARIE,PILLON,m
2011,PILLON JEAN MARIE,2011_ST20,18,2,5,4,JEAN MARIE,PILLON,m
2011,PINGAUD ETIENNE,2011_ST13,16,1,4,3,ETIENNE,PINGAUD,m
2011,PINSON GILLES,2011_ST14,12,1,6,5,GILLES,PINSON,m
2011,PION GEOFFREY,2011_ST34,14,1,1,1,GEOFFREY,PION,m
2011,POLAUD RACHEL,2011_ST26,15,1,1,1,RACHEL,POLAUD,f
